Class	Atom count	Exact molecular weight	a(xx)	a(yy)	a(zz)	Formal charge	molecular	molecular.1	a(xx).1	a(yy).1	a(zz).1	Aliphatic atom count	Aliphatic bond count	Aliphatic ring count	Aliphatic ring count of size	ASA	ASA+	ASA-	ASA_H	ASA_P	Asymmetric atom count	Balaban index	Carboaliphatic ring count	Carbo ring count	Chiral center count	Cyclomatic number	fsp3	Fused aliphatic ring count	Fused aromatic ring count	Harary index	Heteroaliphatic ring count	Heteroaromatic ring count	Hyper wiener index	Van der Waals surface area (3D)	Van der Waals surface area (3D).1	Platt index	Polar surface area	Polar surface area.1	Randic index	Rotatable bond count	Szeged index	Van der Waals surface area (3D).2	ASA.1	ASA+.1	ASA-.1	ASA_H.1	ASA_P.1	Wiener index	Wiener polarity	count	logD[pH=7]	logP of major-ms
Inactive	49	323.199762437	27.82	35.85	46.47	1	36.54	36.71	27.82	35.85	46.47	15	18	3	0	461.13	360.87	100.27	428.84	32.3	0	1.15	3	4	0	5	0.6	3	2	92.61	0	1	4183	494.35	494.35	206	49.14	49.14	21.49	3	2230	494.35	440.46	360.42	80.04	414.43	26.03	1235	44	5	2.42	1.2
Inactive	38	351.0541321	35.12	47.69	20.76	-1	34.39	34.53	35.12	47.69	20.76	11	12	0	0	532.67	300.4	232.27	398.29	134.38	0	1.58	0	2	0	2	0.12	0	0	74.84	0	0	6625	442.77	442.77	124	76.55	76.55	17.23	5	1956	442.77	540.47	287.92	252.56	432.69	107.78	1472	31	8	3.24	1.63
Inactive	29	270.046298744	13.9	27.28	42.06	-1	28.66	27.75	13.9	27.28	42.06	4	5	0	0	466.08	289.53	176.55	350.79	115.29	0	1.38	0	2	0	3	0	0	2	60.47	0	1	2681	334.07	334.07	94	68.01	68.01	13.65	2	1131	334.07	471.96	267.42	204.54	369.64	102.32	764	27	21	3.25	3.44
Inactive	38	395.003617	47.94	34.25	23.85	-1	35.34	35.35	47.94	34.25	23.85	11	12	0	0	531.5	298.95	232.55	402.76	128.74	0	1.58	0	2	0	2	0.12	0	0	74.84	0	0	6625	446.8	446.8	124	76.55	76.55	17.23	5	1956	446.8	540.15	287.21	252.94	436.29	103.86	1472	31	8	3.45	1.79
Inactive	20	244.9646484	26	21.65	14.2	0	21.38	20.62	26	21.65	14.2	9	9	0	0	365.48	151.25	214.23	181.26	184.22	0	2.25	0	1	0	1	0	0	0	41.41	0	0	1091	263.15	263.15	60	60.21	60.21	9.11	3	528	263.15	365.48	151.25	214.23	181.26	184.22	384	19	1	2.98	2.98
Inactive	30	264.056863428	19.08	22.06	39.48	0	26.02	26.87	19.08	22.06	39.48	7	8	0	0	514.65	331.78	182.87	358.47	156.19	0	1.53	0	1	0	2	0.17	0	0	53.25	0	1	2666	359.98	359.98	100	64.4	64.4	13.52	5	973	359.98	514.65	331.78	182.87	358.47	156.19	717	22	2	3.03	3.03
Inactive	33	297.086189234	39.34	30.29	16.58	0	29.71	28.74	39.34	30.29	16.58	7	8	0	0	463.97	272.8	191.17	297.78	166.19	0	1.47	0	2	0	3	0	0	2	74.63	0	1	4285	360.02	360.02	106	126.63	126.63	15.43	3	1638	360.02	463.97	272.8	191.17	297.78	166.19	1138	33	6	2.02	2.04
Inactive	44	345.1244046	27.08	33.29	51.55	0	36.29	37.3	27.08	33.29	51.55	12	13	0	0	603.14	408.36	194.78	518.93	84.21	0	1.61	0	2	0	2	0.22	0	0	80.82	0	0	7104	493.01	493.01	148	64.93	64.93	19.69	6	2207	493.01	603.14	408.36	194.78	518.93	84.21	1593	35	10	4.08	4.09
Inactive	33	241.132745503	36.34	28.67	15.69	0	26.3	26.9	36.34	28.67	15.69	6	7	0	0	533.97	433.06	100.92	463.27	70.71	0	1.6	0	0	0	2	0.23	0	0	54.08	0	2	2318	365.65	365.65	110	63.06	63.06	14.76	3	988	365.65	533.97	433.06	100.92	463.27	70.71	676	23	19	1.83	1.83
Inactive	33	341.016375	36.91	38.48	18.87	0	33.5	31.42	36.91	38.48	18.87	5	6	0	0	488.8	291.21	197.59	423.6	65.2	0	1.25	0	2	0	3	0	0	2	69.34	0	1	3779	377.37	377.37	108	57.51	57.51	15.34	3	1640	377.37	488.8	291.21	197.59	423.6	65.2	1016	31	12	4.4	4.42
Inactive	43	409.055483703	42.48	53.99	26.95	-1	42.93	41.14	42.48	53.99	26.95	7	9	0	0	624.07	436.16	187.91	457.14	166.93	0	1.19	0	3	0	4	0	0	2	105.6	0	1	10842	503.86	503.86	146	88.85	88.85	19.89	4	3560	503.86	627.84	414.06	213.78	442.02	185.81	2310	43	8	3.99	3.42
Inactive	53	464.115440934	46	33.16	60.68	-1	48.41	46.61	46	33.16	60.68	11	13	0	0	736.77	536.02	200.75	566.94	169.83	0	1.2	0	3	0	4	0.09	0	2	132.75	0	1	19405	612.65	612.65	180	120.2	120.2	24.17	6	5708	612.65	739.05	518.41	220.64	564.65	174.41	3672	54	7	4.05	3.71
Inactive	32	216.126263143	30.5	24.7	17.24	0	26.09	24.15	30.5	24.7	17.24	6	6	0	0	433.01	296.53	136.48	386.16	46.85	0	1.57	0	1	0	2	0.31	0	2	46.29	0	1	1465	345.29	345.29	112	45.15	45.15	14.27	4	795	345.29	433.01	296.53	136.48	386.16	46.85	470	22	4	3.14	3.22
Inactive	57	546.08453473	53.77	65.41	41.56	-1	53.4	53.58	53.77	65.41	41.56	15	18	0	0	833.94	456.23	377.71	476.5	357.45	0	1.1	0	4	0	4	0	0	0	162.89	0	0	41633	676.57	676.57	188	188.43	188.43	26.32	8	9584	676.57	841.67	447.06	394.62	502.06	339.61	6352	64	5	4.7	1.9
Inactive	48	371.148120788	45.55	40.38	25.46	-1	37.5	37.13	45.55	40.38	25.46	15	16	0	0	600.06	403.09	196.97	417.47	182.59	0	1.6	0	2	0	2	0.26	0	0	94.88	0	0	10941	536.98	536.98	162	116.89	116.89	21.41	7	2936	536.98	605.35	391.75	213.6	447.82	157.53	2248	39	6	3.34	2
Inactive	20	257.941382897	20.35	23.43	31.2	0	25.29	25	20.35	23.43	31.2	9	9	0	0	401.7	199.21	202.49	309.66	92.04	0	2.38	0	0	0	1	0.25	0	0	36.73	0	1	896	287.22	287.22	60	47.58	47.58	9.14	4	365	287.22	401.7	199.21	202.49	309.66	92.04	324	16	1	3.56	3.56
Inactive	78	616.243418154	72.38	62.79	56.06	0	68.18	63.74	72.38	62.79	56.06	20	23	1	0	842.55	545.58	296.97	727.53	115.02	1	1.13	0	5	1	6	0.14	0	4	225.47	1	0	42108	839.35	839.35	276	137.81	137.81	35.6	7	10806	839.35	842.55	545.58	296.97	727.53	115.02	7791	83	11	5.35	5.45
Inactive	32	207.125928791	16.37	22.46	33.3	1	23.57	24.04	16.37	22.46	33.3	9	9	0	0	474.69	354.9	119.79	377.84	96.86	0	2.06	0	1	0	1	0.42	0	0	40.24	0	0	1323	364.36	364.36	110	30.74	30.74	13.89	5	568	364.36	473.55	370.93	102.62	425.36	48.19	418	18	6	0.17	-2
Inactive	46	364.135782454	53.75	43.01	24.74	0	39.7	40.5	53.75	43.01	24.74	11	13	1	0	565.91	424.08	141.83	480.49	85.42	0	1.11	1	2	0	4	0.25	0	2	96.18	0	2	7577	488.62	488.62	166	70.4	70.4	20.82	5	2725	488.62	565.91	424.08	141.83	480.49	85.42	1799	42	23	6.08	6.09
Inactive	20	291.921710081	20.05	25.23	31.96	0	24.83	25.75	20.05	25.23	31.96	6	7	0	0	496.38	235.15	261.22	257.14	239.24	0	1.51	0	0	0	2	0.17	0	0	45.77	0	2	1557	298.46	298.46	62	81.81	81.81	9.24	4	581	298.46	496.38	235.15	261.22	257.14	239.24	485	18	1	3.38	3.38
Inactive	36	295.081304527	27.53	26.33	39.79	0	31.85	31.22	27.53	26.33	39.79	13	14	1	0	510.86	338.73	172.12	445.97	64.89	1	1.53	0	0	1	2	0.46	0	0	58.59	1	1	2922	411.95	411.95	128	54.35	54.35	15.86	5	1024	411.95	510.86	338.73	172.12	445.97	64.89	799	24	3	3.79	3.79
Inactive	25	284.999031453	22.08	20.89	30.55	0	24.77	24.51	22.08	20.89	30.55	8	9	0	0	382.96	212.83	170.13	178.47	204.5	0	1.73	0	0	0	2	0.12	0	0	55.08	0	2	2104	313.6	313.6	78	106.97	106.97	11.59	5	746	313.6	382.96	212.83	170.13	178.47	204.5	645	23	6	2.4	2.55
Inactive	16	188.000411179	21.63	15.2	8.38	-1	14.43	15.07	21.63	15.2	8.38	7	7	0	0	342.73	154.2	188.53	82.3	260.43	0	2.35	0	0	0	1	0	0	0	29.74	0	1	505	200.77	200.77	44	117.47	117.47	7.47	2	235	200.77	341.21	126.27	214.94	103.93	237.29	204	14	2	-0.91	-2.34
Inactive	32	378.001867731	25.4	21.4	54.45	0	30.61	33.75	25.4	21.4	54.45	11	13	0	0	608.58	303.49	305.09	229.14	379.44	0	1.33	0	0	0	3	0	0	0	90.93	0	3	9979	412.25	412.25	102	179.8	179.8	14.93	6	2398	412.25	608.58	303.49	305.09	229.14	379.44	2045	34	2	2.5	2.51
Inactive	32	292.063011436	27.71	40.2	17.21	-1	27.84	28.38	27.71	40.2	17.21	14	15	1	0	487.7	311.88	175.82	298.38	189.32	1	1.69	0	0	1	2	0.25	0	0	62.49	1	1	3544	357.22	357.22	106	106.84	106.84	14.5	4	1170	357.22	488.02	288.7	199.32	305.42	182.6	932	25	8	-2.85	-3.11
Inactive	35	358.0178911	33.35	25.04	47.79	0	35.25	35.39	33.35	25.04	47.79	7	9	0	0	589.78	348.45	241.33	444.26	145.52	0	1.18	0	2	0	3	0	0	0	80.48	0	1	8001	432.09	432.09	114	64.73	64.73	16.2	5	2436	432.09	589.78	348.45	241.33	444.26	145.52	1676	31	2	5.97	5.97
Inactive	20	193.019749643	23.81	16.13	15.08	0	18.55	18.34	23.81	16.13	15.08	8	9	1	0	315.4	216	99.39	245.9	69.49	0	1.58	0	0	0	2	0.11	0	0	34.65	1	1	613	228.85	228.85	68	37.38	37.38	9.1	2	289	228.85	315.4	216	99.39	245.9	69.49	246	14	1	1.23	1.23
Inactive	23	179.085875497	18.19	25.37	10.95	1	18.09	18.17	18.19	25.37	10.95	7	8	1	0	356.5	244.34	112.15	276.94	79.56	0	1.45	0	1	0	2	0.22	0	0	33.82	1	0	727	253.3	253.3	80	38.03	38.03	10.34	1	394	253.3	344.9	238.5	106.4	277.1	67.79	265	13	4	-0.79	-1
Inactive	45	448.033368533	33.36	41.76	57.49	-1	43.95	44.21	33.36	41.76	57.49	13	15	0	0	681.55	455.57	225.98	481.88	199.67	0	1.19	0	1	0	3	0.06	0	0	105.48	0	2	14947	530.96	530.96	150	110.53	110.53	20.49	5	3557	530.96	685.29	436.84	248.45	479.48	205.81	2804	37	23	2.92	2.73
Inactive	17	204.994597523	18.87	9.93	25.71	0	17.92	18.17	18.87	9.93	25.71	9	9	0	0	339.81	174.58	165.22	135.38	204.43	0	2.28	0	0	0	1	0	0	0	36.72	0	1	949	218.77	218.77	48	90.72	90.72	7.93	2	372	218.77	339.81	174.58	165.22	135.38	204.43	331	16	1	2.19	2.19
Inactive	26	231.053157774	18.92	17.74	29.55	0	22.37	22.07	18.92	17.74	29.55	11	13	2	0	368.98	247.24	121.75	257.26	111.72	0	1.3	0	1	0	3	0.17	0	0	52.66	2	0	1566	286.88	286.88	94	55.84	55.84	11.81	2	761	286.88	368.98	247.24	121.75	257.26	111.72	522	23	1	0.94	0.94
Inactive	45	456.053767196	38.24	35.8	46.81	-1	40.96	40.28	38.24	35.8	46.81	13	15	0	0	629.76	377.36	252.39	418.04	211.71	0	1.42	0	2	0	3	0.11	0	0	114.55	0	1	14434	543.7	543.7	154	93.46	93.46	20.31	5	3930	543.7	633.88	359.07	274.81	407.02	226.86	2865	44	6	3.78	3.59
Inactive	23	254.9853839	20.79	18.31	30.31	0	23.7	23.14	20.79	18.31	30.31	10	11	1	0	356.07	184.87	171.2	305.45	50.61	0	1.63	0	1	0	2	0.09	0	0	47.18	1	0	1293	280.79	280.79	78	37.38	37.38	10.44	2	632	280.79	356.07	184.87	171.2	305.45	50.61	446	22	1	2.52	2.52
Inactive	37	436.950347	47.68	42.37	26.62	-1	38.36	38.89	47.68	42.37	26.62	8	10	0	0	597.12	362.45	234.66	387.82	209.3	0	1.23	0	2	0	3	0	0	0	87.86	0	1	7809	462.44	462.44	122	88.85	88.85	17.07	4	2504	462.44	600.68	339.97	260.71	372.38	228.3	1739	35	7	3.77	3.2
Inactive	15	187.971419725	17.34	23.33	9.57	0	17.18	16.75	17.34	23.33	9.57	6	6	0	0	332.02	178.99	153.02	120.9	211.12	0	2.13	0	0	0	1	0	0	0	26.22	0	1	362	201.66	201.66	44	69.16	69.16	6.86	2	183	201.66	332.02	178.99	153.02	120.9	211.12	157	12	2	1.73	1.73
Inactive	15	171.994263171	20.31	14.64	8.05	-1	14.01	14.33	20.31	14.64	8.05	6	6	0	0	337.88	178.73	159.15	124.17	213.71	0	2.03	0	0	0	1	0	0	0	25.7	0	1	403	191.89	191.89	42	78.56	78.56	6.99	2	191	191.89	335.4	129.4	206	154.26	181.13	165	11	3	1.15	-0.66
Inactive	34	235.120843411	17.29	25.65	35.77	1	25.36	26.23	17.29	25.65	35.77	11	12	1	0	484.62	358.56	126.06	392.15	92.47	0	1.78	0	1	0	2	0.46	0	0	50.59	1	0	1788	384.16	384.16	124	39.97	39.97	14.82	4	900	384.16	479.89	371.92	107.97	382.48	97.41	556	23	6	-0.14	-2.33
Inactive	27	222.068079562	30.9	27.16	12.71	0	26.63	23.59	30.9	27.16	12.71	5	7	1	0	365.38	265.9	99.48	274.16	91.23	0	1.56	1	3	0	3	0	0	0	55.62	0	0	1111	285.14	285.14	92	37.3	37.3	12.56	0	974	285.14	365.38	265.9	99.48	274.16	91.23	446	31	5	3.03	3.04
Inactive	25	248.0255633	23.7	31.73	15	0	22.91	23.48	23.7	31.73	15	12	13	1	0	420.48	244.66	175.82	245.62	174.87	0	1.79	1	1	0	2	0.27	0	0	50.08	0	1	1741	298.39	298.39	88	84	84	11.27	4	610	298.39	420.48	244.66	175.82	245.62	174.87	554	22	1	3.08	3.08
Inactive	23	200.059720321	17.17	23.21	12.16	0	16.85	17.51	17.17	23.21	12.16	8	9	1	0	315.65	185.2	130.44	181.99	133.65	1	1.96	0	0	1	2	0.5	0	0	39.52	1	1	714	246.14	246.14	86	58.64	58.64	10.13	1	446	246.14	315.65	185.2	130.44	181.99	133.65	288	19	6	-0.01	0.02
Inactive	38	348.058574	31.14	20.47	50.84	0	32.56	34.15	31.14	20.47	50.84	9	10	0	0	566.74	372.71	194.03	484.2	82.54	0	1.63	0	1	0	2	0.27	0	0	67.4	0	1	4226	443.63	443.63	128	61.08	61.08	17.03	5	1586	443.63	566.74	372.71	194.03	484.2	82.54	1066	30	16	5.04	5.04
Inactive	29	275.054220402	25.29	13.73	38.32	0	24.84	25.78	25.29	13.73	38.32	9	10	0	0	479.21	278.38	200.83	265.89	213.32	0	1.64	0	1	0	2	0	0	0	62.15	0	1	3709	340.04	340.04	90	117.97	117.97	13.43	4	1189	340.04	479.21	278.38	200.83	265.89	213.32	952	26	5	1.74	1.75
Inactive	45	448.033368533	36.3	34.45	65.23	-1	43.54	45.33	36.3	34.45	65.23	17	20	2	0	687.43	484.84	202.6	538.12	149.31	0	1.24	0	1	0	4	0.22	2	0	114.61	2	1	10686	532.71	532.71	164	106.53	106.53	20.18	3	3642	532.71	694.45	469.63	224.82	539.39	155.06	2381	50	2	0.51	-0.12
Inactive	44	403.077281775	30.16	38.13	52.96	-1	39.15	40.42	30.16	38.13	52.96	10	12	0	0	679.45	489.66	189.79	516.66	162.79	0	1.35	0	1	0	3	0.12	0	0	97.92	0	2	10211	523.43	523.43	150	110.28	110.28	19.87	4	3038	523.43	680.84	468.2	212.64	507.74	173.1	2155	37	6	2.1	1.46
Inactive	45	412.084140805	34.17	37.89	47.17	-1	39.16	39.74	34.17	37.89	47.17	12	15	1	0	644.97	448.38	196.59	481.79	163.18	0	1.14	0	2	0	4	0.11	0	0	111.11	1	1	12583	526.46	526.46	160	118.81	118.81	20.43	5	3585	526.46	654.31	434.98	219.33	482.75	171.57	2574	46	4	1.29	1
Inactive	41	494.9283959	36.1	33.67	67.55	-1	43.54	45.77	36.1	33.67	67.55	12	14	0	0	712.53	379.87	332.66	501.18	211.35	0	1.35	0	2	0	3	0.06	0	0	111.69	0	1	11687	555	555	142	115.57	115.57	18.52	4	3547	555	722.85	367.15	355.7	519.29	203.56	2487	46	6	2.94	2.03
Inactive	29	347.9383173	36.17	33.5	28.81	0	34.73	32.83	36.17	33.5	28.81	8	9	0	0	431.61	236.71	194.89	365.52	66.09	0	1.42	0	0	0	2	0.17	0	0	56.92	0	2	3270	384.27	384.27	96	24.92	24.92	13.12	5	1037	384.27	431.61	236.71	194.89	365.52	66.09	847	22	11	4.77	4.91
Inactive	31	271.062677085	25.43	38.78	16.72	0	24.74	26.98	25.43	38.78	16.72	13	13	0	0	547.81	319.93	227.88	338.98	208.83	0	2.01	0	0	0	1	0.4	0	0	50.35	0	1	3149	370.85	370.85	102	93.83	93.83	13.71	7	843	370.85	547.81	319.93	227.88	338.98	208.83	782	19	3	2.94	2.94
Inactive	42	465.9905461	36.86	41.34	47.78	0	42.43	41.99	36.86	41.34	47.78	14	17	1	0	631.43	392.03	239.39	451.24	180.19	1	1.37	0	1	1	4	0.17	0	0	123.55	1	2	9338	523.39	523.39	148	111.07	111.07	19.14	3	3031	523.39	631.43	392.03	239.39	451.24	180.19	2349	50	1	5.09	5.09
Inactive	31	325.9950477	29.67	22.64	46.45	0	31.69	32.92	29.67	22.64	46.45	9	10	0	0	579.17	327.79	251.38	436.74	142.43	0	1.46	0	1	0	2	0.15	0	0	59.89	0	1	4650	394.39	394.39	102	55.5	55.5	14.03	6	1321	394.39	579.17	327.79	251.38	436.74	142.43	1058	23	2	4.71	4.72
Inactive	35	310.073576121	27.19	23.64	36.97	-1	29.42	29.27	27.19	23.64	36.97	9	10	0	0	539.76	387.5	152.26	376.98	162.78	0	1.88	0	1	0	2	0.17	0	0	70.78	0	1	3125	417.63	417.63	116	113.63	113.63	15.69	4	1366	417.63	550.63	379.18	171.45	380.43	170.2	930	33	7	-0.08	-0.36
Inactive	39	705.855057	51.82	48.97	30.22	0	48.42	43.67	51.82	48.97	30.22	11	15	2	0	576.64	330.94	245.7	323.28	253.36	1	1.46	0	3	1	5	0.05	0	0	128.15	2	0	5687	489.29	489.29	138	96.22	96.22	18.4	1	3658	489.29	576.64	330.94	245.7	323.28	253.36	1789	63	4	3.29	3.4
Inactive	57	525.103513779	40.03	50.4	63.92	0	48.62	51.45	40.03	50.4	63.92	24	27	2	0	689.07	459.72	229.35	460.57	228.5	2	1.21	0	0	2	4	0.5	2	0	137.54	2	2	20897	642.92	642.92	208	176.49	176.49	25.42	10	5501	642.92	695.47	437.25	258.21	458.26	237.21	3941	49	11	-3.09	-3.07
Inactive	53	575.002145231	48.51	35.08	73.48	-2	50.07	52.36	48.51	35.08	73.48	31	34	3	0	680.08	393.25	286.83	365.91	314.17	3	1.23	0	0	3	4	0.41	2	0	153.6	3	1	22523	606.44	606.44	188	225.59	225.59	23.97	9	6449	606.44	682.81	354.41	328.4	377.27	305.54	4350	61	7	-6.79	-7.43
Inactive	33	278.083746881	32.58	28.16	21.45	-1	27.83	27.4	32.58	28.16	21.45	7	8	0	0	511.91	368.35	143.56	373.43	138.49	0	1.7	0	1	0	2	0.17	0	0	60.76	0	1	2349	386.59	386.59	112	95.17	95.17	14.74	2	1092	386.59	513.12	361.06	152.06	353.01	160.11	722	27	4	0.39	-0.29
Inactive	13	129.033839924	11.26	13.16	5.71	0	10.14	10.04	11.26	13.16	5.71	3	3	0	0	224.77	102.02	122.75	76.12	148.65	0	2.09	0	0	0	1	0	0	0	19.53	0	1	160	137.34	137.34	38	67.48	67.48	5.95	0	144	137.34	224.77	102.02	122.75	76.12	148.65	84	10	9	-1.06	-1.04
Inactive	45	453.041290191	53.51	38.79	30.45	-2	39.36	40.92	53.51	38.79	30.45	25	27	2	0	556.06	333.6	222.46	247.1	308.95	2	1.63	0	0	2	3	0.25	2	0	117.54	2	1	11088	487.02	487.02	152	190.17	190.17	20.54	8	3549	487.02	553.26	284.69	268.57	275.98	277.28	2560	46	8	-6.9	-7.33
Inactive	45	424.068884665	37.08	30.13	49.02	-1	37.18	38.75	37.08	30.13	49.02	24	26	2	0	623.76	410.85	212.91	381.79	241.97	2	1.46	0	0	2	3	0.31	2	0	112.06	2	1	10173	496.66	496.66	156	176.59	176.59	20.3	8	3394	496.66	624.05	408.16	215.89	385.03	239.02	2349	44	4	-4.32	-4.43
Inactive	56	478.1142934	35.11	46.24	54.27	-1	44.54	45.21	35.11	46.24	54.27	27	30	3	0	509.26	313.2	196.06	322.34	186.92	5	1.78	3	4	5	4	0.41	3	0	155.36	0	0	8926	576.58	576.58	208	188.48	188.48	25.23	2	5312	576.58	516.24	306.91	209.33	321.62	194.62	2546	79	152	-3.19	-2.9
Inactive	64	504.2031964	44.04	46.7	80.38	4	52.95	57.04	44.04	46.7	80.38	22	23	0	0	679.49	421.45	258.04	483.17	196.32	0	1.3	0	2	0	2	0.27	0	0	121.11	0	0	37576	704.04	704.04	212	174.54	174.54	28.86	9	5959	704.04	796.12	542.62	253.49	602.19	193.92	5239	41	199	-2.12	-5.15
Inactive	71	645.142401213	76.12	61.65	50.24	-1	59.21	62.67	76.12	61.65	50.24	33	37	3	0	839.53	529.34	310.18	570.4	269.12	3	1.23	0	1	3	5	0.4	2	0	204.82	3	1	41921	780.49	780.49	260	223.09	223.09	31.83	9	10766	780.49	840.19	512.46	327.73	575.82	264.37	7383	75	8	-4.25	-4.43
Inactive	24	236.02315761	19.19	16.88	29.12	0	22.23	21.73	19.19	16.88	29.12	9	9	0	0	418.24	279.55	138.69	191.28	226.96	0	2.43	0	1	0	1	0.12	0	0	42.89	0	0	952	327.69	327.69	78	80.47	80.47	10.65	1	490	327.69	418.24	279.55	138.69	191.28	226.96	358	23	2	-1.28	-1.28
Inactive	45	435.051854875	48.57	38.39	29.97	-2	36.27	38.98	48.57	38.39	29.97	23	24	1	0	616	333.27	282.72	306.89	309.11	2	1.9	0	0	2	2	0.46	0	0	106.11	1	1	8449	531.48	531.48	156	207.24	207.24	20.06	6	2459	531.48	622.72	297.33	325.39	316.39	306.33	2092	42	14	-5.96	-6.28
Inactive	28	246.065199625	19.57	16.75	27.26	0	20.08	21.2	19.57	16.75	27.26	11	12	1	0	338.5	195.5	143	144.11	194.39	3	1.98	0	0	3	2	0.56	0	0	52.55	1	1	1452	292.75	292.75	102	99.1	99.1	12.5	2	741	292.75	338.5	195.5	143	144.11	194.39	505	26	6	-1.35	-1.32
Inactive	12	243.86524	20.35	24.01	10.78	0	18.53	18.38	20.35	24.01	10.78	12	12	1	0	275.42	23.09	252.32	171.83	103.58	0	2.76	1	1	0	1	0	0	0	31.6	0	0	357	181.07	181.07	36	34.14	34.14	5.46	0	282	181.07	275.42	23.09	252.32	171.83	103.58	174	21	1	2.58	2.58
Inactive	214	1624.612252772	161.6	173.99	144.71	-2	150.65	160.1	161.6	173.99	144.71	106	106	1	0	2053.11	1235.11	818.01	1204.36	848.75	14	4.3	0	0	14	1	0.81	0	0	694.57	1	0	659845	2377.25	2377.25	788	720.45	720.45	92.17	43	98581	2377.25	2091.78	1201.49	890.3	1270.53	821.25	73872	153	9	-20.75	-22.77
Inactive	64	504.2031964	44.04	46.7	80.38	4	52.95	57.04	44.04	46.7	80.38	22	23	0	0	679.49	421.45	258.04	483.17	196.32	0	1.3	0	2	0	2	0.27	0	0	121.11	0	0	37576	704.04	704.04	212	174.54	174.54	28.86	9	5959	704.04	796.12	542.62	253.49	602.19	193.92	5239	41	199	-2.12	-5.15
Inactive	37	334.062342733	32.22	43.86	20.64	-1	32.37	32.24	32.22	43.86	20.64	11	12	0	0	536.82	335.98	200.85	350.35	186.47	0	1.83	0	2	0	2	0.07	0	0	78.94	0	0	5106	436.56	436.56	122	115.4	115.4	16.74	4	1878	436.56	534.43	284.61	249.82	354.03	180.4	1296	36	3	-1.87	-1.98
Inactive	53	542.034825086	47.09	57.78	37.83	-2	48.04	47.57	47.09	57.78	37.83	24	27	2	0	649.26	359.1	290.16	346.95	302.31	3	1.21	0	1	3	4	0.33	2	0	145.58	2	1	21691	609.2	609.2	190	210.57	210.57	24.03	9	5997	609.2	657.36	313.89	343.47	356.38	300.98	4144	54	6	-6.79	-6.9
Inactive	34	257.11756955	24.04	36.66	16.28	0	23.54	25.66	24.04	36.66	16.28	12	12	0	0	481.9	267.36	214.54	352.67	129.23	0	2.25	0	0	0	1	0.55	0	0	52.53	0	1	2578	367.2	367.2	120	78.51	78.51	14.75	5	903	367.2	481.9	267.36	214.54	352.67	129.23	708	24	6	1.38	1.44
Inactive	92	508.468941843	71.64	62.28	57.07	4	59.49	63.66	71.64	62.28	57.07	36	35	0	0	964.43	722.52	241.91	795.78	168.65	2	3.69	0	0	2	0	0.85	0	0	126.01	0	0	48406	951.68	951.68	332	174.54	174.54	39.5	19	6328	951.68	1002.03	823.08	178.95	856.94	145.09	6328	41	199	-3.88	-4.13
Inactive	29	248.061948808	22.67	20.42	32.46	0	26.66	25.18	22.67	20.42	32.46	5	6	0	0	430.61	286.42	144.18	254.43	176.18	0	1.93	0	2	0	2	0	0	0	52.29	0	0	1535	335.96	335.96	96	86.18	86.18	13.17	2	828	335.96	430.61	286.42	144.18	254.43	176.18	516	26	2	1.27	1.27
Inactive	43	324.154603148	25.21	32.21	42.71	1	30.78	33.38	25.21	32.21	42.71	14	14	0	0	573.14	389.52	183.62	407.17	165.97	1	1.63	0	0	1	2	0.54	0	2	75.96	0	2	6364	469.68	469.68	152	148.47	148.47	18.92	8	1768	469.68	561.7	384.97	176.73	371.5	190.21	1440	33	15	-1.18	-3.61
Inactive	71	645.142401213	58.05	49.97	78.29	-1	59.21	62.11	58.05	49.97	78.29	33	37	3	0	837.44	538.93	298.51	573.86	263.59	3	1.23	0	1	3	5	0.4	2	0	204.82	3	1	41921	781.58	781.58	260	223.09	223.09	31.83	9	10766	781.58	836.1	519.31	316.79	577.79	258.31	7383	75	8	-4.25	-4.43
Inactive	19	338.023072	11.11	16.55	20.8	0	22.07	16.15	11.11	16.55	20.8	5	5	0	0	399.69	203.21	196.48	304.26	95.43	0	1.86	0	1	0	1	0.12	0	0	25.1	0	0	446	240.11	240.11	58	26.3	26.3	8.57	3	246	240.11	399.69	203.21	196.48	304.26	95.43	174	10	1	0.85	0.85
Inactive	31	280.063011436	30.54	27.41	21.01	-1	26.87	26.32	30.54	27.41	21.01	7	8	0	0	497.3	348.47	148.83	334.8	162.49	0	1.62	0	1	0	2	0.09	0	0	59.81	0	1	2633	369.46	369.46	102	104.4	104.4	14.02	3	1148	369.46	501.78	331.52	170.26	305.72	196.06	758	27	4	0.15	-0.48
Inactive	39	395.035810887	27.04	34.68	45.66	-1	35.15	35.8	27.04	34.68	45.66	21	23	2	0	448.46	276.18	172.28	211.73	236.73	2	1.62	0	0	2	3	0.21	2	0	97.13	2	1	6710	414.38	414.38	132	161.04	161.04	17.92	5	2502	414.38	445.82	254.68	191.14	214.94	230.88	1701	42	10	-3.56	-3.66
Inactive	33	278.083746881	32.58	28.16	21.45	-1	27.83	27.4	32.58	28.16	21.45	7	8	0	0	511.91	368.35	143.56	373.42	138.49	0	1.7	0	1	0	2	0.17	0	0	60.76	0	1	2349	386.59	386.59	112	95.17	95.17	14.74	2	1092	386.59	513.12	361.06	152.06	353.01	160.11	722	27	4	0.39	-0.29
